n15_external_pusher_fraction,event,temperature_keV,completion_fraction,peak_temperature_keV,seed_energy_mev_per_initial_catalyst,seed_energy_mev_per_completion,deposited_target_nuclear_mev_per_initial_catalyst
0.05,oven-1-c12-to-n13,51.0,0.9804179204435246,336.2646868649794,0.9908950977541129,1.0106864400294198,6.622651395550035
0.05,oven-1-c12-to-n13,52.0,0.9802294515937339,337.06705723202174,1.0114783710264723,1.031879188471568,6.62228520069482
0.05,oven-1-c12-to-n13,53.0,0.9800427244376401,337.85886143891645,1.0321118708668846,1.0531294658190768,6.62192238994935
0.05,oven-1-c12-to-n13,54.0,0.9798576894939437,338.6404864140852,1.0527952069217321,1.074436847523703,6.621562867171494
0.05,oven-1-c12-to-n13,55.0,0.9796742979835802,339.4122981463328,1.0735279973076564,1.0958009202826398,6.621206537583561
0.05,oven-1-c12-to-n13,56.0,0.9794925052708175,340.1746434918461,1.0943098680718284,1.1172212775321493,6.620853314458345
0.05,oven-1-c12-to-n13,57.0,0.9793121126543995,340.99644093037233,1.1151404527031972,1.1386977024930676,6.620502811719437
0.05,oven-1-c12-to-n13,58.0,0.9791331918623218,341.81544993796894,1.1360193916890386,1.1602296818559665,6.620155168734275
0.05,oven-1-c12-to-n13,59.0,0.9789557286474861,342.62494657347474,1.156946332111821,1.1818168056590717,6.619810357820763
0.05,oven-1-c12-to-n13,60.0,0.9787796788534546,343.4252423029241,1.177920927282031,1.2034587075426935,6.619468293182998
0.05,oven-1-c12-to-n13,61.0,0.9786050088876546,344.2166344431932,1.1989428364031556,1.2251550171053704,6.619128909550924
0.05,oven-1-c12-to-n13,62.0,0.9784316846300717,344.99940598648215,1.2200117242654176,1.2469053725776298,6.6187921406284
0.05,oven-1-c12-to-n13,63.0,0.9782594391918962,345.84296857165043,1.2411272609653747,1.2687097218204446,6.6184574678516235
