dt_kernel_radius_m,dt_pairs_burned,dt_total_yield_j,dt_local_alpha_energy_j,pn15_hot_volume_per_kernel_volume,equivalent_hot_starter_radius_m,isolated_hot_starter_sound_crossing_s,isolated_hot_starter_n15_burn_fraction,isolated_thermal_payback_burn_fraction,minimum_hot_radius_for_isolated_thermal_payback_m,minimum_dt_kernel_radius_for_isolated_thermal_payback_m,isolated_thermal_payback_dt_pairs_per_burned_n15,isolated_thermal_payback_reduction_vs_archived_dt,minimum_hot_radius_for_isolated_replacement_burn_m,minimum_dt_kernel_radius_for_isolated_replacement_burn_m,isolated_replacement_dt_pairs_per_burned_n15,isolated_replacement_reduction_vs_archived_dt,reference_pn15_radius_m,reference_pn15_total_mass_kg,reference_pn15_initial_n15_nuclei,reference_pn15_burned_n15_nuclei,reference_pn15_burn_fraction,dt_pairs_per_burned_n15,d_consumed_per_cycle_with_dd_tritium_makeup,ideal_g_d_igniter_only_no_neutron_credit
0.04,8.072154955536083e+24,22747885458324.14,4552422355637.102,4.25593406798307,0.06482237741596135,1.6732142085542714e-08,0.006690117537227174,0.5074506645187273,7.565213142747047,4.668272559151309,0.001721222181639064,129.5015324481112,18.12728098093616,11.185816814224184,0.023679440075289986,9.413267775640605,60.42426993645387,272968532.914418,9.132527382385551e+33,7.454889245329448e+33,0.8163007821589604,1.0828001181363434e-09,5.414000590681717e-09,184706296.80409446
0.08,6.457723964428866e+25,181983083666593.12,36419378845096.81,4.25593406798307,0.1296447548319227,3.346428417108543e-08,0.013320756912930927,0.5074506645187273,7.565213142747047,4.668272559151309,0.001721222181639064,129.5015324481112,18.12728098093616,11.185816814224184,0.023679440075289986,9.413267775640605,60.42426993645387,272968532.914418,9.132527382385551e+33,7.454889245329448e+33,0.8163007821589604,8.662400945090747e-09,4.3312004725453735e-08,23088287.100511808
0.125,2.463426194926783e+26,694210371652958.4,138928904896151.77,4.25593406798307,0.2025699294248792,5.228794401732097e-08,0.02071003224584522,0.5074506645187273,7.565213142747047,4.668272559151309,0.001721222181639064,129.5015324481112,18.12728098093616,11.185816814224184,0.023679440075289986,9.413267775640605,60.42426993645387,272968532.914418,9.132527382385551e+33,7.454889245329448e+33,0.8163007821589604,3.304443719898509e-08,1.6522218599492546e-07,6052455.933676567
0.15,4.25680046483348e+26,1199595522216311.8,240069147660550.22,4.25593406798307,0.24308391530985501,6.274553282078516e-08,0.024783427631499388,0.5074506645187273,7.565213142747047,4.668272559151309,0.001721222181639064,129.5015324481112,18.12728098093616,11.185816814224184,0.023679440075289986,9.413267775640605,60.42426993645387,272968532.914418,9.132527382385551e+33,7.454889245329448e+33,0.8163007821589604,5.710078747984622e-08,2.855039373992311e-07,3502578.6653220886
0.25,1.9707409559414263e+27,5553682973223667.0,1111431239169214.1,4.25593406798307,0.4051398588497584,1.0457588803464194e-07,0.04085403141623888,0.5074506645187273,7.565213142747047,4.668272559151309,0.001721222181639064,129.5015324481112,18.12728098093616,11.185816814224184,0.023679440075289986,9.413267775640605,60.42426993645387,272968532.914418,9.132527382385551e+33,7.454889245329448e+33,0.8163007821589604,2.643554975918807e-07,1.3217774879594037e-06,756556.9917095709
0.3,3.405440371866784e+27,9596764177730494.0,1920553181284401.8,4.25593406798307,0.48616783061971003,1.2549106564157033e-07,0.048757880209968116,0.5074506645187273,7.565213142747047,4.668272559151309,0.001721222181639064,129.5015324481112,18.12728098093616,11.185816814224184,0.023679440075289986,9.413267775640605,60.42426993645387,272968532.914418,9.132527382385551e+33,7.454889245329448e+33,0.8163007821589604,4.5680629983876976e-07,2.2840314991938487e-06,437822.3331652611
