temperature_keV,p_n15_reactivity_m3_s,p_n15_gamma_o16_reactivity_m3_s,p_n15_gamma_to_alpha_branch_ratio,dt_reactivity_m3_s,dd_total_reactivity_m3_s,dd_n_branch_reactivity_m3_s,dd_t_branch_reactivity_m3_s,p_n15_deposited_heating_coefficient_w_m3,dt_local_alpha_heating_coefficient_w_m3,dt_total_energy_coefficient_w_m3,dd_local_charged_heating_coefficient_w_m3,dd_total_energy_coefficient_w_m3
7.346558050715502,1.7531692454329004e-32,6.1379029199598e-36,0.00035010327359719345,4.6721066788364045e-23,5.426995122789197e-25,2.7643300431178752e-25,2.6626650796713213e-25,1.3948931851183703e-44,2.6349101336402343e-35,1.3166316574033546e-34,2.0830431675083057e-37,3.168134693426485e-37
7.567263046886807,2.4755647271577615e-32,8.533081291559608e-36,0.00034469231193791426,5.1002220582256106e-23,5.874290576586211e-25,2.994074546789514e-25,2.8802160297966975e-25,1.9696605882332326e-44,2.8763527266849624e-35,1.4372775031153921e-34,2.2537465624531176e-37,3.429020450886591e-37
7.7945984535168185,3.4861883097006e-32,1.182543321276346e-35,0.00033920810243836337,5.560530131874936e-23,6.352953976810065e-25,3.2401207147621367e-25,3.1128332620479285e-25,2.7737540616279396e-44,3.1359509103799224e-35,1.5669954705304675e-34,2.4363231478859414e-37,3.7081783445161037e-37
8.028763461125072,4.8959137465940247e-32,1.6336911877645212e-35,0.0003336846342321784,6.054684901597619e-23,6.864747059100483e-25,3.503400932114319e-25,3.3613461269861644e-25,3.895389300172806e-44,3.414637485801448e-35,1.7062516686864108e-34,2.6314311010081175e-37,4.006632543685126e-37
8.269963244304533,6.856569925632148e-32,2.249996719925454e-35,0.00032815193957465744,6.584343374876586e-23,7.411500386767881e-25,3.7848853178872243e-25,3.6266150688806564e-25,5.455367579295074e-44,3.71334694912191e-35,1.8555130536393538e-34,2.8397536395509314e-37,4.3254470701296325e-37
8.518409141494889,9.575471396886315e-32,3.089380676860751e-35,0.00032263483945712943,7.151155185469142e-23,7.995114301255837e-25,4.0855823386233305e-25,3.909531962632507e-25,7.618636837605766e-44,4.0330096379818415e-35,2.0152445034790515e-34,3.0619993199608374e-37,4.665726336971054e-37
8.774318840156582,1.3334957572899509e-31,4.229208905343775e-35,0.0003171520330847359,7.756751152236008e-23,8.617559799508216e-25,4.406539386034178e-25,4.211020413474039e-25,1.0609837864048957e-43,4.3745452790565185e-35,2.185905594128554e-34,3.2989023068275356e-37,5.028615644898179e-37
9.03791656750782,1.851866889132667e-31,5.772557543220389e-35,0.0003117155761623883,8.402730769206602e-23,9.280879335265279e-25,4.748843316973641e-25,4.532036018291637e-25,1.4734210688025552e-43,4.738855932875914e-35,2.367947073958933e-34,3.551222612571243e-37,5.415301633811888e-37
9.309433286991728,2.564691079173082e-31,7.856437980325788e-35,0.0003063307719251276,9.090648631833801e-23,9.987187541532351e-25,5.113620953989605e-25,4.873566587542747e-25,2.0405731606300483e-43,5.126818338691521e-35,2.5618070386149193e-34,3.819746306497515e-37,5.827012688363173e-37
9.589106900645733,3.5424317118024084e-31,1.0662594737772615e-34,0.00030099647940277246,9.821999817932977e-23,1.0738671871699832e-24,5.50203954483208e-25,5.236632326867752e-25,2.8185036136201732e-43,5.539275669820453e-35,2.7679068112634076e-34,4.105285692425789e-37,6.2650192959539085e-37
9.877182457550521,4.8804216145165e-31,1.443169099233966e-34,0.0002957058248699974,1.059820425700098e-22,1.1537593157037178e-24,5.915307179405966e-25,5.622285977631211e-25,3.883063126008967e-43,5.977028718470057e-35,2.9866465377605064e-34,4.408679454198687e-37,6.730634355913974e-37
10.173912368541238,6.707575084561575e-31,1.9481969620046368e-34,0.00029044728347338,1.1420590138497772e-22,1.2386286078541024e-24,6.35467316277559e-25,6.031612915765433e-25,5.336821187400195e-43,6.440826538569968e-35,3.218400510991681e-34,4.730792768484212e-37,7.225213438720164e-37
10.479556627369002,9.198207949956907e-31,2.6233848068688247e-34,0.0002852060772208477,1.229037642826944e-22,1.328715955138296e-24,6.821428342951576e-25,6.465731208431385e-25,7.31847060294988e-43,6.931356585626061e-35,3.463512243880022e-34,5.072517384390928e-37,7.750154994278606e-37
10.794383038506554,1.2588110754920299e-30,3.5242406494268177e-34,0.0002799658120301573,1.320865458257738e-22,1.4242697020475201e-24,7.316905392318766e-25,6.925791628156435e-25,1.0015615977348395e-42,7.449234404051441e-35,3.722289316274454e-34,5.4347716695263795e-37,8.306900508453004e-37
