temperature_keV,p_n15_reactivity_m3_s,p_n15_gamma_o16_reactivity_m3_s,p_n15_gamma_to_alpha_branch_ratio,dt_reactivity_m3_s,dd_total_reactivity_m3_s,dd_n_branch_reactivity_m3_s,dd_t_branch_reactivity_m3_s,p_n15_deposited_heating_coefficient_w_m3,dt_local_alpha_heating_coefficient_w_m3,dt_total_energy_coefficient_w_m3,dd_local_charged_heating_coefficient_w_m3,dd_total_energy_coefficient_w_m3
76.1416515444042,3.76865575065555e-24,2.7688017328340975e-28,7.346921332234896e-05,8.360001308394533e-22,3.790664650388072e-23,2.0324246168311713e-23,1.7582400335569006e-23,2.9984967152150408e-36,4.714757962294741e-34,2.355905619284153e-33,1.4026634693634545e-35,2.2004577610695143e-35
78.42909592265258,4.1399791355922025e-24,3.0576543797162216e-28,7.385675820027629e-05,8.349833388480747e-22,3.925126434731551e-23,2.105609051930172e-23,1.8195173828013787e-23,3.293936793503275e-36,4.709023599391548e-34,2.353040229820964e-33,1.4518569329062974e-35,2.278378550624944e-35
80.78525961125803,4.538157965951974e-24,3.3786267023470214e-28,7.44492969988162e-05,8.333947825065697e-22,4.0630320256568274e-23,2.180701347187925e-23,1.8823306784689027e-23,3.610744162999483e-36,4.7000646789519734e-34,2.3485635692638143e-33,1.5022930921328013e-35,2.3582909344610208e-35
83.21220707292875,4.96512445836915e-24,3.737978396087126e-28,7.528468676724583e-05,8.312216710253378e-22,4.2044271753213503e-23,2.2577269481385877e-23,1.9467002271827626e-23,3.950456174317336e-36,4.687809065249134e-34,2.3424395922916766e-33,1.5539884057317498e-35,2.4402213594853946e-35
85.71206479087708,5.423042821024379e-24,4.143525515873054e-28,7.640591550944767e-05,8.284568996698672e-22,4.349357084711558e-23,2.336710915386031e-23,2.0126461693255266e-23,4.3147947600370616e-36,4.672216689983546e-34,2.3346482772761527e-33,1.6069591744795199e-35,2.524195963595361e-35
88.28702313203695,5.9142876852092116e-24,4.6048976293427535e-28,7.786056198887559e-05,8.250990818527179e-22,4.4978663522529935e-23,2.4176778902190351e-23,2.0801884620339584e-23,4.7056492739756865e-36,4.653279733271059e-34,2.325185716718882e-33,1.661221525741677e-35,2.610240546682279e-35
90.93933826625599,6.441400954791986e-24,5.133794477764424e-28,7.969996765913496e-05,8.211523630590989e-22,4.6499989190651435e-23,2.500652058204142e-23,2.1493468608610013e-23,5.125042158856529e-36,4.631021574246049e-34,2.3140635928810726e-33,1.716791396848022e-35,2.6983805397156e-35
93.67133414314425,7.007025655618596e-24,5.744229625054696e-28,8.197814461330929e-05,8.1662605668554635e-22,4.805798010609251e-23,2.5856571106165963e-23,2.2201408999926548e-23,5.5750763141858035e-36,4.60549473731474e-34,2.3013081515519588e-33,1.773684517250301e-35,2.788640971760938e-35
96.48540452831057,7.613817219265521e-24,6.452746226384614e-28,8.475047457216326e-05,8.115341483426263e-22,4.9653060744668375e-23,2.672716203564223e-23,2.2925898709026145e-23,6.057864509976573e-36,4.576778096590113e-34,2.2869588051398718e-33,1.8319163893678577e-35,2.8810464347804854e-35
99.38401510077226,8.264334921936472e-24,7.278588196406855e-28,8.807228004623703e-05,8.058947167416719e-22,5.128564713974589e-23,2.7618519146523835e-23,2.3667127993222057e-23,6.575443011092994e-36,4.544973609888995e-34,2.271066500691407e-33,1.8915022680221757e-35,2.975621046057107e-35
102.36970561337476,8.960918786324851e-24,8.243809024065586e-28,9.199736344722108e-05,7.99729316395456e-22,5.295614617430268e-23,2.853086197032847e-23,2.4425284203974212e-23,7.129673635335345e-36,4.510202837372647e-34,2.2536919802996445e-33,1.9524571383568648e-35,3.072388408076982e-35
105.44509211811449,9.705559938335243e-24,9.373300597851497e-28,9.657660822667861e-05,7.930623609524907e-22,5.466495482572826e-23,2.946440330673048e-23,2.5200551518997778e-23,7.722140603943107e-36,4.4726034637608e-34,2.2349040432979746e-33,2.0147956921355226e-35,3.1713715656990226e-35
108.61286925831472,1.0499774924165468e-23,1.0694725971066742e-27,0.00010185671643734563,7.859205373105856e-22,5.64124593602739e-23,3.0419348706759556e-23,2.5993110653514342e-23,8.354050543122944e-36,4.432325994130304e-34,2.214777895191986e-33,2.0785323023050282e-35,3.2725929604320015e-35
111.87581262966344,1.1344496521693854e-23,1.2238343222331387e-27,0.00010787912181848043,7.783322710760251e-22,5.819903447396067e-23,3.1395895924760144e-23,2.6803138549200533e-23,9.026145609120807e-36,4.389530739285689e-34,2.1933936412868172e-33,2.1436809957079916e-35,3.3760743816345814e-35
115.23678121218036,1.2239994788887994e-23,1.4036712514977895e-27,0.00011467907263915701,7.703272546977042e-22,6.002504237661702e-23,3.239423433729206e-23,2.7630808039324953e-23,9.738640671105524e-36,4.3443851545953e-34,2.1708349569368388e-33,2.2102554238229827e-35,3.4818369144454627e-35
118.69871987524594,1.3185842163771563e-23,1.6124284987736007e-27,0.00012228483237906404,7.619360416808821e-22,6.189083181562533e-23,3.3414544327114885e-23,2.8476287488510455e-23,1.0491195543274416e-35,4.297061551494129e-34,2.1471879440122223e-33,2.2782688314071903e-35,3.589900884245378e-35
122.26466195788605,1.4180935109112605e-23,1.8536879830744206e-27,0.00013071690751079236,7.53189704265336e-22,6.379673703582556e-23,3.4456996630327916e-23,2.933974040549764e-23,1.1282932206252922e-35,4.247735166904387e-34,2.1225401662125355e-33,2.3477340229112705e-35,3.7002857974450095e-35
125.93773192657336,1.5223581931244412e-23,2.131106417457243e-27,0.00013998718744919194,7.441195480363697e-22,6.57430766719287e-23,3.552175164469831e-23,3.0221325027230384e-23,1.2112504679341713e-35,4.196582553738123e-34,2.096979844821018e-33,2.41866332653208e-35,3.813010278387304e-35
129.72114811287426,1.6311661996414704e-23,2.448345838747742e-27,0.0001500978771682424,7.347568749849636e-22,6.773015256967262e-23,3.660895869715365e-23,3.1121193872518964e-23,1.297822569955869e-35,4.143780244636623e-34,2.070595190991862e-33,2.491068555764044e-35,3.928092002145485e-35
133.61822553334068,1.7442855800877802e-23,2.808999605028224e-27,0.00016104012078611938,7.251327861685656e-22,6.975824853186211e-23,3.7718755268371883e-23,3.203949326349022e-23,1.3878249774817933e-35,4.089503639044012e-34,2.0434738496348044e-33,2.5649609683063294e-35,4.045547622992801e-35
137.63237879411568,1.8614938599200063e-23,3.2165172280356445e-27,0.00017279225557982058,7.152780158592257e-22,7.182762898532144e-23,3.8851266172358296e-23,3.297636281296314e-23,1.4810806806623775e-35,4.033926067858836e-34,2.015702432033212e-33,2.640351222177882e-35,4.165392698313226e-35
141.76712508280042,1.982612312288087e-23,3.674131540788234e-27,0.0001853177001885963,7.052227904098204e-22,7.393853756470835e-23,4.000660268886588e-23,3.393193487584248e-23,1.5774474771028446e-35,3.977217997487305e-34,1.987366118119438e-33,2.717249328888937e-35,4.287641607717588e-35
146.02608725020193,2.1075430045608125e-23,4.1847914828050964e-27,0.00019856256663560506,6.9499670661273665e-22,7.609119560904472e-23,4.118486164647885e-23,3.4906333962565866e-23,1.6768474475947493e-35,3.919546343827418e-34,1.9585483136812625e-33,2.7956646035134967e-35,4.4123074671240205e-35
150.41299698466273,2.23630590824004e-23,4.751103222134076e-27,0.00021245318919150768,6.846286257795688e-22,7.828580056673654e-23,4.238612445415593e-23,3.5899676112580613e-23,1.7792964822821318e-35,3.861073874914275e-34,1.9293303518712264e-33,2.87560561150308e-35,4.5394020375565637e-35
154.9316980817542,2.3690729767231193e-23,5.3752814876423144e-27,0.0002268938753873828,6.741465809732192e-22,8.052252430480401e-23,4.3610456079014596e-23,3.691206822578941e-23,1.8849313943236455e-35,3.8019586877405086e-34,1.899791231780335e-33,2.957080112079508e-35,4.668935628412579e-35
159.58614981219648,2.5061959766902503e-23,6.059111971548709e-27,0.0002417652900213548,6.635776957192068e-22,8.280151131796035e-23,4.485790396811954e-23,3.794360734984082e-23,1.9940320636830992e-35,3.7423537498155603e-34,1.8700073893609625e-33,3.040094998040126e-35,4.800916994944582e-35
164.38043039095862,2.6482250590706845e-23,6.803924631651569e-27,0.0002569239577409332,6.529481131262606e-22,8.51228768331618e-23,4.6128496912049445e-23,3.899437992111235e-23,2.107036212950025e-35,3.682406499429798e-34,1.840052497683827e-33,3.124656231807202e-35,4.935353229700858e-35
169.31874055057693,2.7959155981098656e-23,7.610576834632534e-27,0.00027220338266926026,6.422829347125495e-22,8.748670480519354e-23,4.7422243848012405e-23,4.006446095718114e-23,2.2245448487813264e-35,3.6222585006551482e-34,1.8099972945461194e-33,3.2107687775497967e-35,5.072249647665622e-35
174.4054072218225,2.950221697674826e-23,8.479444672357919e-27,0.00028741720254585844,6.316061684274829e-22,8.989304579886952e-23,4.873913260031584e-23,4.115391319855368e-23,2.3473170952521527e-35,3.5620451502056315e-34,1.7799094359933764e-33,3.2984365292053116e-35,5.211609664839827e-35
179.64488732494328,3.112275905622191e-23,9.410420535190364e-27,0.0003023645981447483,6.2094068544061335e-22,9.234191475340983e-23,5.0079128556018616e-23,4.226278619739121e-23,2.476254053777065e-35,3.5018954337413894e-34,1.7498533745476505e-33,3.3876622342259885e-35,5.353434670002601e-35
185.0417716748035,3.283355990190778e-23,1.0402915150258702e-26,0.00031683786897729126,6.103081852846133e-22,9.483328862460405e-23,5.1442173273653175e-23,4.339111535095088e-23,2.6123723690486013e-35,3.441931729286864e-34,1.7198902609780298e-33,3.4784474128753424e-35,5.49772388939539e-35
190.60078900333892,3.464840980508413e-23,1.1455862723315904e-26,0.0003306317025156788,5.9972916892045065e-22,9.736710390040895e-23,5.2828183022961984e-23,4.453892087744697e-23,2.7567692530658273e-35,3.3822696553274996e-34,1.6900778683964596e-33,3.570792272899225e-35,5.644474244072821e-35
196.32681010285674,3.6581598953854137e-23,1.2567728435655374e-26,0.0003435532834830139,5.892229192596825e-22,9.994325398572602e-23,5.423704725369263e-23,4.5706206732033397e-23,2.9105816916646013e-35,3.3230179609620644e-34,1.6604705373682315e-33,3.664695619397335e-35,5.79368019966933e-35
202.22485209380724,3.8647375134895494e-23,1.3736518189441836e-26,0.0003554321125689816,5.788074886422147e-22,1.0256158645219292e-22,5.566862699157238e-23,4.689295946062054e-23,3.074943297049877e-35,3.2642784552814545e-34,1.6311191406234517e-33,3.760154759722765e-35,5.94533360833536e-35
208.3000828207678,4.085942024014772e-23,1.495979102183714e-26,0.0003661283232584373,5.684996927331439e-22,1.0522190014899874e-22,5.71227531597475e-23,4.809914698925124e-23,3.2509426565258e-35,3.206145972948944e-34,1.6020710658579256e-33,3.857165403240088e-35,6.099423542606368e-35
214.55782538049087,4.323039333372303e-23,1.623467491931372e-26,0.00037553845032100197,5.5831511027259425e-22,1.0792394217088989e-22,5.859922482409006e-23,4.932471734679983e-23,3.4395869770295277e-35,3.1487083727893513e-34,1.573370215028179e-33,3.955721555776539e-35,6.255936120976452e-35
221.00356278598414,4.577158150465906e-23,1.7557886820067862e-26,0.00038359799340297333,5.4826808808771585e-22,1.1066740467977993e-22,6.009780736097497e-23,5.0569597318804956e-23,3.641774305547649e-35,3.0920465660550122e-34,1.5450570184756137e-33,4.0558154086065293e-35,6.414854324962017e-35
227.64294277070704,4.849268774861989e-23,1.892575741978006e-26,0.00039028064432907605,5.383717507575494e-22,1.1345192157663747e-22,6.161823054632749e-23,5.1833691030309993e-23,3.858276652116406e-35,3.0362345709323493e-34,1.5171684621627583e-33,4.1574372218163587e-35,6.576157807455257e-35
234.4817827370965,5.140176901500436e-23,2.0334261066996534e-26,0.0003955945769310175,5.286380143077662e-22,1.162770650206665e-22,6.316018656499074e-23,5.311687845567574e-23,4.0897350605961436e-35,2.9813395897755735e-34,1.489738126265982e-33,4.260575201905172e-35,6.73982269218614e-35
241.52607485375532,5.450531943043881e-23,2.177905064278102e-26,0.0003995766077580014,5.190776033039641e-22,1.1914234179315832e-22,6.472332793972808e-23,5.441901385343022e-23,4.3366662302729104e-35,2.927422105507091e-34,1.4627962333455742e-33,4.365215373488119e-35,6.905821364132037e-35
248.7819913057701,5.780847616421023e-23,2.3255496951901654e-26,0.0004022852442233955,5.097000707083884e-22,1.220471895038544e-22,6.630726537950012e-23,5.573992412435429e-23,4.599478895354649e-35,2.87453599360269e-34,1.4363697043033439e-33,4.471341444980634e-35,7.074122250739704e-35
256.25588970275885,6.131531110187245e-23,2.4758731869903322e-26,0.00040379362715403785,5.005138198652856e-22,1.2499097263815874e-22,6.791156554700329e-23,5.707940709115545e-23,4.87849703171673e-35,2.8227286460815047e-34,1.4104822203388518e-33,4.5789346681571757e-35,7.244689593852495e-35
263.9543186493883,6.502916267574353e-23,2.6283694317941545e-26,0.0004041831885334363,4.915261279840293e-22,1.2797297844414375e-22,6.953574874586543e-23,5.84372296982783e-23,5.173986258694055e-35,2.772041103942899e-34,1.3851542891264672e-33,4.687973691495874e-35,7.417483212269724e-35
271.8840234832375,6.895296020889314e-23,2.782517807088024e-26,0.000403538557105943,4.827431704967575e-22,1.3099241265892672e-22,7.117928652833243e-23,5.981312613059431e-23,5.486179645215799e-35,2.7225081945353004e-34,1.3604033134568578e-33,4.7984344072387466e-35,7.592458254900634e-35
280.05195218504133,7.308949810568544e-23,2.9377880420491144e-26,0.0004019439342436245,4.741700456773549e-22,1.3404839507479394e-22,7.284159922479726e-23,6.120679584999668e-23,5.81529952552688e-35,2.674158670398937e-34,1.3362436606149688e-33,4.910289792122304e-35,7.76956494452079e-35
288.4652614664872,7.74416280494567e-23,3.093645078484402e-26,0.00039948089372665325,4.658107989219202e-22,1.3713995494625316e-22,7.452205339706125e-23,6.261790154919191e-23,6.161572791221608e-35,2.627015346199457e-34,1.3126867308040411e-33,5.023509741757547e-35,7.948748312184107e-35
297.1313230409023,8.201235189428446e-23,3.249553845071958e-26,0.00039622736941634075,4.576684461062233e-22,1.4026602624017793e-22,7.621995921785305e-23,6.404606702232488e-23,6.525238282092912e-35,2.581095230456087e-34,1.2897410229685259e-33,5.138060898669043e-35,8.129947922399331e-35
306.0577300823233,8.680481344849187e-23,3.404983873979291e-26,0.0003922574957205266,4.497449954538103e-22,1.4342544273224655e-22,7.793456777979627e-23,6.549087495245027e-23,6.906546132394326e-35,2.5364096488703494e-34,1.2674121964199029e-33,5.253906474035756e-35,8.313097589238888e-35
315.25230387861126,9.182220117026991e-23,3.559413699158033e-26,0.0003876419486565843,4.420414673688701e-22,1.4661693295407086e-22,7.96650683377823e-23,6.695186461628858e-23,7.305750028905562e-35,2.49296435617672e-34,1.2457031267270546e-33,5.371006063213882e-35,8.49812508361568e-35
324.7231006844362,9.706758387678502e-23,3.712334985309923e-26,0.0003824484794040265,4.345579117111381e-22,1.4983911499669724e-22,8.141058548950991e-23,6.842852950718733e-23,7.72309413927689e-35,2.45075963356724e-34,1.2246139543981302e-33,5.489315455163608e-35,8.684951832036638e-35
334.4784187801413,1.0254370686374883e-22,3.863256345658266e-26,0.00037674241197379623,4.272934220164371e-22,1.5309049117761215e-22,8.317017629986414e-23,6.992031487774803e-23,8.158796890467903e-35,2.409790368890561e-34,1.2041421249550023e-33,5.608786435948629e-35,8.873492607224551e-35
344.52680574266793,1.0825277641626161e-22,4.011706815318587e-26,0.00037058696766284076,4.2024614619661397e-22,1.563694425799598e-22,8.494282737578446e-23,7.142661520417532e-23,8.613033823548513e-35,2.3700461169959657e-34,1.1842824190864213e-33,5.729366586528506e-35,9.063655211089251e-35
354.8770659349139,1.1419625756676189e-22,4.1572389553058384e-26,0.0003640433621807104,4.1341329328715437e-22,1.5967422347439755e-22,8.672745189932513e-23,7.294677157507242e-23,9.085921502493918e-35,2.3315111377876308e-34,1.1650269716632566e-33,5.850999075120943e-35,9.255340150627653e-35
365.53826822008756,1.2037470465499827e-22,4.299431570044352e-26,0.0003571706848516723,4.0679113585138106e-22,1.6300295563593505e-22,8.852288662777752e-23,7.448006900815754e-23,9.577504032842682e-35,2.2941644097834967e-34,1.1463652785136909e-33,5.973622444474866e-35,9.448440307441643e-35
376.5197539078135,1.2678763836107975e-22,4.4378920286194557e-26,0.0003500256086465417,4.0037500769780064e-22,1.663536225701063e-22,9.032788887094997e-23,7.602573369915633e-23,1.0087743277943066e-34,2.257979617241872e-34,1.1282841899905479e-33,6.097170394461678e-35,9.642840601677502e-35
387.8311449389578,1.3343347767710406e-22,4.572258186857768e-26,0.0003426619965584787,3.941592966244106e-22,1.697240636651287e-22,9.21411334570648e-23,7.758293020806391e-23,1.0616513446337447e-34,2.2229251092417803e-34,1.110767890524252e-33,6.221571560470581e-35,9.838417651322612e-35
399.4823523163403,1.403095314714333e-22,4.702199913577184e-26,0.00033513046934623543,3.8813743197207203e-22,1.7311196828904377e-22,9.396120970013466e-23,7.915075858890911e-23,1.1163600420581558e-34,2.1889638294881926e-34,1.0937978635473813e-33,6.346749288172982e-35,1.0035039427929262e-34
411.48358478872166,1.4741205204158855e-22,4.827420229949992e-26,0.00032747798861032463,3.8230186685211395e-22,1.7651486985349835e-22,9.57866183832539e-23,8.072825147024444e-23,1.1728706018131911e-34,2.156053216081727e-34,1.077352841410838e-33,6.472621405312069e-35,1.0232564909988413e-34
423.84535779567443,1.5473635209407095e-22,4.947656075832796e-26,0.00031974749364809256,3.76644055013744e-22,1.7993013986858955e-22,9.761576877385088e-23,8.231437109473868e-23,1.2311457298738998e-34,2.1241450710586703e-34,1.061408740194629e-33,6.599099991269343e-35,1.0430843735334906e-34
436.5785026811775,1.62276986480981e-22,5.062678721113926e-26,0.00031197761499639855,3.7115442243873426e-22,1.833549820162255e-22,9.944697568871125e-23,8.390800632751425e-23,1.2911421024156323e-34,2.093185400194611e-34,1.0459385796597446e-33,6.726091145264719e-35,1.062971585413999e-34
449.6941761840009,1.7002800031060967e-22,5.172293843609849e-26,0.0003042024745430768,3.658223338986095e-22,1.867864262726488e-22,1.0127845662841454e-22,8.550796964423425e-23,1.3528123398834223e-34,2.0631142243982983e-34,1.0309123890040245e-33,6.853494754159001e-35,1.0829011184230892e-34
463.20387021320437,1.7798324540299904e-22,5.276341297820389e-26,0.0002964515724990529,3.6063605488810935e-22,1.902213231141853e-22,1.0310832900278282e-22,8.711299411140247e-23,1.416107524841907e-34,2.0338653650292395e-34,1.016297099588048e-33,6.981204260947301e-35,1.1028549270673858e-34
477.1194219173091,1.8613676732058247e-22,5.374694600955171e-26,0.0002887497552645448,3.5558270956329522e-22,1.9365633784392426e-22,1.0493460747098261e-22,8.872173037294166e-23,1.4809802813494629e-34,2.0053662066828545e-34,1.0020564264018388e-33,7.109106435162389e-35,1.122813895176766e-34
491.45302405596766,1.9448326535734444e-22,5.467260164108855e-26,0.00028111725469352267,3.506482355695719e-22,1.9708794508085856e-22,1.067552014220805e-22,9.033274365877805e-23,1.5473884348201698e-34,1.9775374424357933e-34,9.881507407671354e-34,7.237081146542668e-35,1.1427578033814982e-34
506.2172356832182,2.0301862800969515e-22,5.553976297337787e-26,0.0002735697877473863,3.458173369499833e-22,2.0051242345705003e-22,1.0856791262406702e-22,9.194451083298302e-23,1.6152992724491862e-34,1.950292808264656e-34,9.745369376297451e-34,7.365001143466264e-35,1.1626652977272893e-34
521.4249931516877,2.1174054672731002e-22,5.63481201772867e-26,0.0002661187054072105,3.4107343668373135e-22,2.039258505726241e-22,1.1037043307169634e-22,9.355541750092776e-23,1.6846944264655524e-34,1.92353881537929e-34,9.611683018098389e-34,7.492731837806502e-35,1.1825138597128853e-34
537.0896214473775,2.2064921132540593e-22,5.709765689408756e-26,0.0002587711805136792,3.363986308250417e-22,2.0732409826284393e-22,1.1216034306590052e-22,9.51637551969434e-23,1.7555754071168009e-34,1.8971744915815084e-34,9.479943787621349e-34,7.620131098027161e-35,1.20227977806066e-34
553.2248458649734,2.297480915150065e-22,5.778863523885958e-26,0.00025153042559696297,3.3177364669821347e-22,2.10702828236062e-22,1.1393510955994838e-22,9.676771867611362e-23,1.8279698208435167e-34,1.871091145499308e-34,9.349608567666856e-34,7.747049052505512e-35,1.2219381225570404e-34
569.8448040339017,2.390448107686156e-22,5.842157968188134e-26,0.00024439593352407364,3.2717780816008234e-22,2.140574881461644e-22,1.1569208481007422e-22,9.836540333609018e-23,1.901938323112195e-34,1.845172170678913e-34,9.220094690361193e-34,7.873327905250914e-35,1.241462720327637e-34
586.9640583056748,2.4855212139884126e-22,5.899726007050978e-26,0.0002373637357769292,3.2258901156727745e-22,2.1738330816796187e-22,1.1742850537081543e-22,9.995480279714643e-23,1.9775823765397382e-34,1.8192929100482317e-34,9.090779259897257e-34,7.99880176636984e-35,1.2608261349401106e-34
604.5976085133711,2.5828899353302233e-22,5.951667403943279e-26,0.00023042667527303505,3.1798371678094075e-22,2.206752981489948e-22,1.1914149147782204e-22,1.0153380667117276e-22,2.055052915221156e-34,1.7933206051865174e-34,8.960998899041378e-34,8.123296499822264e-35,1.279999648757134e-34
622.760905114441,2.682818359141006e-22,5.998102904069723e-26,0.00022357469277160515,3.133369582990878e-22,2.2392824541628897e-22,1.2082804686348952e-22,1.0310019855279945e-22,2.1345600579208116e-34,1.767114459107117e-34,8.830050062850873e-34,8.24662959120848e-35,1.2989532489913708e-34
641.4698627283449,2.7856587351684707e-22,6.039172420705995e-26,0.00021679512800554007,3.086223824131347e-22,2.2713671332169014e-22,1.224850590531919e-22,1.0465165426849822e-22,2.2163840689507907e-34,1.7405258458077138e-34,8.69719008577042e-34,8.368610038529624e-35,1.3176556179443415e-34
660.7408740808895,2.8918671631341573e-22,6.075033224345793e-26,0.0002100730386855589,3.038123171183793e-22,2.30295040614473e-22,1.2410930019234747e-22,1.0618574042212556e-22,2.3008878399115284e-34,1.713398704541799e-34,8.5616391517573e-34,8.489038269066016e-35,1.3360741279407652e-34
680.5908243674785,3.0020216577657154e-22,6.105858152215631e-26,0.00020339154237681206,2.988778823350276e-22,2.3339734173494346e-22,1.256974284568393e-22,1.0769991327810417e-22,2.3885312629706513e-34,1.6855701614279706e-34,8.422583400385389e-34,8.607706085724169e-35,1.3541748414996316e-34
701.0371060478661,3.116843217079207e-22,6.131833853777975e-26,0.00019673218788091994,2.937891487701548e-22,2.36437508127623e-22,1.2724599010145841e-22,1.0919151802616457e-22,2.4798879936504125e-34,1.6568714253776676e-34,8.279179403684031e-34,8.724396646407542e-35,1.3719225173120963e-34
722.0976340853691,3.237220728582405e-22,6.15315908592966e-26,0.0001900753640801058,2.8851535440795507e-22,2.394092106772417e-22,1.2875142220297883e-22,1.106577884742629e-22,2.5756652672221133e-34,1.627129009026944e-34,8.13056026698151e-34,8.838884480165605e-35,1.3892806226238704e-34
743.7908616438988,3.364240821332217e-22,6.17004306973701e-26,0.00018340075510092985,2.8302518807327598e-22,2.423059033751526e-22,1.302100561561843e-22,1.1209584721896828e-22,2.6767276502244263e-34,1.596166327938893e-34,7.975843619919656e-34,8.950935544071298e-35,1.4062113526460323e-34
766.1357962565614,3.499224131291503e-22,6.182703918754561e-26,0.00017668785098577357,2.772871496669609e-22,2.451208283277545e-22,1.3161812198253026e-22,1.1350270634522425e-22,2.7841258946651313e-34,1.563805732209127e-34,7.81414176813248e-34,9.060307324963436e-35,1.4226756576422043e-34
789.1520164799946,3.643769923774412e-22,6.191367147271166e-26,0.00016991652263427808,2.7126999639324145e-22,2.4784702222198885e-22,1.329717535121371e-22,1.1487526870985178e-22,2.8991324414644155e-34,1.5298710230373353e-34,7.644574268239685e-34,9.166748990363208e-35,1.438633278361247e-34
812.8596890490319,3.7998116531932714e-22,6.196264265227311e-26,0.00016306766836772337,2.649432834382047e-22,2.5047732436586603e-22,1.3426699450038748e-22,1.1621032986547857e-22,3.0232856260628052e-34,1.4941905019709564e-34,7.466283164536122e-34,9.270001593031017e-35,1.4540427905026238e-34
837.2795865467318,3.9696868984325694e-22,6.197631465064279e-26,0.0001561239368150524,2.58278005942198e-22,2.5300438642410846e-22,1.3549980574041884e-22,1.1750458068368962e-22,3.158445321866218e-34,1.456600591412394e-34,7.278451080213805e-34,9.369798333766619e-35,1.4688616589153152e-34
862.4331056052398,4.1562262804100117e-22,6.195708404405387e-26,0.00014907052663634522,2.512473465502501e-22,2.5542068397028805e-22,1.3666607323227305e-22,1.1875461073801498e-22,3.3068636866957216e-34,1.4169500505505354e-34,7.080322283844706e-34,9.465864887166176e-35,1.4830463022401553e-34
888.3422856534494,4.362867574635179e-22,6.190737087237553e-26,0.00014189605761195305,2.4382752913106498e-22,2.577185299770619e-22,1.3776161746819946e-22,1.1995691250886243e-22,3.471275955408291e-34,1.3751047900471083e-34,6.871226747766644e-34,9.557919795129637e-35,1.4965521687084725e-34
915.0298282278741,4.593803462404082e-22,6.182960845159192e-26,0.0001345934996079143,2.3599877424527254e-22,2.5989009036517915e-22,1.3878220389161183e-22,1.211078864735673e-22,3.655017996792642e-34,1.3309532605544267e-34,6.6506070738329e-34,9.645674932954415e-35,1.5093338238063443e-34
942.5191168636583,4.854174494203035e-22,6.172623419288844e-26,0.00012716113577417398,2.2774634547077825e-22,2.619274017296464e-22,1.3972355458428732e-22,1.222038471453591e-22,3.862179843148734e-34,1.2844123536364476e-34,6.418047979577124e-34,9.728836052853744e-35,1.5213450505025777e-34
970.8342375831505,5.150323275837122e-22,6.159968142586197e-26,0.00011960352414159808,2.1906166767580894e-22,2.638223913575633e-22,1.4058136123255323e-22,1.2324103012501006e-22,4.097807931171972e-34,1.2354337084504948e-34,6.173307811913565e-34,9.807103409685334e-35,1.5325389627181734e-34
1000.0,5.490132244017149e-22,6.145237221618561e-26,0.00011193240797278263,2.0994348879380884e-22,2.65566899646599e-22,1.413512994182496e-22,1.242156002283494e-22,4.368173850030755e-34,1.1840102637647025e-34,5.916351286749248e-34,9.880172473573432e-35,1.5428681326853135e-34
